mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_prep__do_normalize,param_prep__lowercase,param_vec__max_features,param_vec__min_df,param_vec__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
33.715324560801186,0.6622446943434467,8.150197664896647,0.10305650756402361,1.0,True,,150000,5,"(2, 5)","{'clf__alpha': 1.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 150000, 'vec__min_df': 5, 'vec__ngram_range': (2, 5)}",0.9756909954010716,0.9785412525747236,0.9808101953429147,0.9783474811062366,0.0020943913272740613,6
49.360140562057495,0.17692920645272425,8.132433811823526,0.11396053900999828,1.0,True,,150000,5,"(3, 6)","{'clf__alpha': 1.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 150000, 'vec__min_df': 5, 'vec__ngram_range': (3, 6)}",0.9616163858135697,0.9633314614830017,0.9653317297376006,0.9634265256780573,0.0015182716092857237,17
33.4852040608724,0.15384408418000853,7.649579048156738,0.03984159488469436,2.0,True,,120000,2,"(2, 5)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 120000, 'vec__min_df': 2, 'vec__ngram_range': (2, 5)}",0.9732843379047544,0.9765015451867382,0.9780632031429188,0.9759496954114706,0.0019896049644726388,11
48.12775015830994,0.14699861235489436,7.309636036554973,0.14977614199491143,2.0,True,,120000,2,"(3, 6)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 120000, 'vec__min_df': 2, 'vec__ngram_range': (3, 6)}",0.9569529080153066,0.9600192551131242,0.9619706727809962,0.9596476119698091,0.002065281220629758,23
32.53423714637756,0.1717768839558046,7.25774606068929,0.07093111561360109,2.0,True,,120000,5,"(2, 5)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 120000, 'vec__min_df': 5, 'vec__ngram_range': (2, 5)}",0.9732843379047544,0.9765015451867382,0.9780632031429188,0.9759496954114706,0.0019896049644726388,11
45.32372601826986,0.17988235971808603,5.091945091883342,0.022870815880298268,2.0,True,,120000,5,"(3, 6)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 120000, 'vec__min_df': 5, 'vec__ngram_range': (3, 6)}",0.9567646944940947,0.9600355368847272,0.9619706727809962,0.9595903013866062,0.002148523286277168,24
33.59575088818868,0.2755548206021726,7.029488404591878,0.08501671150848089,2.0,True,,150000,2,"(2, 5)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 150000, 'vec__min_df': 2, 'vec__ngram_range': (2, 5)}",0.9734381127009359,0.976200325476368,0.9782652278159625,0.9759678886644222,0.0019775035165733737,10
44.85141611099243,0.12777624297850546,5.222169717152913,0.056140548478384594,2.0,True,,150000,2,"(3, 6)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 150000, 'vec__min_df': 2, 'vec__ngram_range': (3, 6)}",0.9598676298573993,0.9615095547690646,0.9621949139443239,0.961190699523596,0.0009764951974571515,22
29.214659372965496,0.14588629301787737,5.047988255818685,0.024123854624218254,2.0,True,,150000,5,"(2, 5)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 150000, 'vec__min_df': 5, 'vec__ngram_range': (2, 5)}",0.9736081553560454,0.9766548826044924,0.9782652278159625,0.9761760885921668,0.0019311505644578344,9
37.65474891662598,0.08386128241805031,4.311694780985515,0.024034336884234817,2.0,True,,150000,5,"(3, 6)","{'clf__alpha': 2.0, 'prep__do_normalize': True, 'prep__lowercase': None, 'vec__max_features': 150000, 'vec__min_df': 5, 'vec__ngram_range': (3, 6)}",0.9595266364878884,0.9621053379791467,0.9623995428601472,0.9613438391090607,0.0012905575417360995,21
